epoch,loss,val_loss
0,0.147369846701622,0.13637655973434448
1,0.1388154923915863,0.1340133398771286
2,0.1343180537223816,0.13225838541984558
3,0.12988683581352234,0.1306893676519394
4,0.1269437074661255,0.12928993999958038
5,0.12401217967271805,0.12809687852859497
6,0.12188158184289932,0.1270686537027359
7,0.11941597610712051,0.12612757086753845
8,0.11773353815078735,0.1252433955669403
9,0.11583958566188812,0.12445554882287979
10,0.11429794132709503,0.12367644160985947
11,0.11309222131967545,0.12314333766698837
12,0.11172041296958923,0.12254724651575089
13,0.11060910671949387,0.1221100464463234
14,0.1096348762512207,0.1215195581316948
15,0.10865071415901184,0.12109114229679108
16,0.10765502601861954,0.12063049525022507
17,0.10692249238491058,0.1203184425830841
18,0.1061500534415245,0.11999356746673584
19,0.10529260337352753,0.11972754448652267
20,0.10466749966144562,0.11935853213071823
21,0.10378610342741013,0.11901605874300003
22,0.10317899286746979,0.11870954185724258
23,0.10256391018629074,0.11839716881513596
24,0.10199150443077087,0.11810309439897537
25,0.10147936642169952,0.11788643151521683
26,0.1009482815861702,0.11766788363456726
27,0.10020794719457626,0.1174175888299942
28,0.09986216574907303,0.11713813990354538
29,0.09930864721536636,0.11696542799472809
30,0.09862612187862396,0.11674782633781433
31,0.09835798293352127,0.11652680486440659
32,0.09776473045349121,0.11630667001008987
33,0.09742315113544464,0.11611413210630417
34,0.09693635255098343,0.11601681262254715
35,0.0964057520031929,0.11568742245435715
36,0.09599755704402924,0.11559164524078369
37,0.09574742615222931,0.11537916958332062
38,0.09532827883958817,0.11521060019731522
39,0.09492285549640656,0.11504605412483215
40,0.0946207344532013,0.11491316556930542
41,0.0941445380449295,0.11469069123268127
42,0.09382815659046173,0.11454032361507416
43,0.09345720708370209,0.11440672725439072
44,0.09318593889474869,0.1142045259475708
45,0.09279542416334152,0.11411267518997192
46,0.09246011823415756,0.11392191797494888
47,0.09223581105470657,0.11379019170999527
48,0.09177243709564209,0.11367867887020111
49,0.09145214408636093,0.11349603533744812
50,0.09116782993078232,0.11342810839414597
51,0.09096138924360275,0.11324203014373779
52,0.09057740122079849,0.11312444508075714
53,0.09022416919469833,0.1129915863275528
54,0.08992793411016464,0.1129436269402504
55,0.08964935690164566,0.11275852471590042
56,0.0893600657582283,0.11264754086732864
57,0.08901439607143402,0.11247396469116211
58,0.08880514651536942,0.11242630332708359
59,0.08856867253780365,0.11231105029582977
60,0.08825090527534485,0.11218295991420746
61,0.08805664628744125,0.11208279430866241
62,0.0877690538764,0.1119680106639862
63,0.08739393949508667,0.11182703822851181
64,0.0871514230966568,0.11170128732919693
65,0.08702574670314789,0.11167020350694656
66,0.08660547435283661,0.11155620962381363
67,0.0863526314496994,0.11149680614471436
68,0.08593566715717316,0.11139661073684692
69,0.08600806444883347,0.11124570667743683
70,0.08572445064783096,0.11117662489414215
71,0.08539947867393494,0.11109303683042526
72,0.08516532182693481,0.11099743098020554
73,0.08501513302326202,0.11086991429328918
74,0.08481110632419586,0.11082714796066284
75,0.08471277356147766,0.11073251068592072
76,0.08425814658403397,0.11065445095300674
77,0.08413740247488022,0.11055906116962433
78,0.08386420458555222,0.11048883944749832
79,0.08361127972602844,0.11036906391382217
80,0.08338334411382675,0.11033337563276291
81,0.08328770101070404,0.11025325953960419
82,0.08315951377153397,0.11017347127199173
83,0.0827798992395401,0.11009116470813751
84,0.082529217004776,0.10999995470046997
85,0.08241603523492813,0.10991734266281128
86,0.0822078287601471,0.10982801765203476
87,0.0820605605840683,0.10975182056427002
88,0.08196736127138138,0.10969111323356628
89,0.08172349631786346,0.10965360701084137
90,0.08143281936645508,0.10954565554857254
91,0.08137112855911255,0.1095411479473114
92,0.08107810467481613,0.10939418524503708
93,0.08086928725242615,0.10935063660144806
94,0.08081468194723129,0.10929451137781143
95,0.0804838165640831,0.10925586521625519
96,0.08025489002466202,0.10920055210590363
97,0.08008747547864914,0.10910922288894653
98,0.07997267693281174,0.10901129245758057
99,0.07978221029043198,0.10896055400371552
100,0.07949662953615189,0.10891074687242508
101,0.07939904183149338,0.10887354612350464
102,0.07927602529525757,0.10884059965610504
103,0.07928329706192017,0.10875093191862106
104,0.07902520895004272,0.10870372503995895
105,0.07875434309244156,0.1086190938949585
106,0.07861985266208649,0.10856816917657852
107,0.07861455529928207,0.108573779463768
108,0.07831095159053802,0.10847378522157669
109,0.0782494992017746,0.1084151566028595
110,0.07824710756540298,0.10834796726703644
111,0.07773438096046448,0.10828041285276413
112,0.07763223350048065,0.10823708772659302
113,0.07759375125169754,0.10822191834449768
114,0.07748691737651825,0.10809696465730667
115,0.0772196426987648,0.10807526111602783
116,0.07701519876718521,0.10808751732110977
117,0.07697982341051102,0.10801137983798981
118,0.07685694843530655,0.10794508457183838
119,0.07665813714265823,0.10783645510673523
120,0.0765521228313446,0.10782668739557266
121,0.07632458209991455,0.10781208425760269
122,0.07629583030939102,0.10773692280054092
123,0.07612358778715134,0.10772630572319031
124,0.07596723735332489,0.10770062357187271
125,0.07600949704647064,0.10765445977449417
126,0.0756891518831253,0.1076061800122261
127,0.07557517290115356,0.1075785681605339
128,0.07546530663967133,0.10751978307962418
129,0.07533104717731476,0.10746656358242035
130,0.07508924603462219,0.10741729289293289
131,0.07494963705539703,0.10737517476081848
132,0.07493416965007782,0.10730195790529251
133,0.07493613660335541,0.10729207843542099
134,0.07454407960176468,0.10723838955163956
135,0.07461961358785629,0.10720867663621902
136,0.07442756742238998,0.10719217360019684
137,0.07432916760444641,0.1071482002735138
138,0.07415807992219925,0.1070997416973114
139,0.07398390769958496,0.10705146193504333
140,0.07394491881132126,0.10699786990880966
141,0.0737730860710144,0.10694774240255356
142,0.07364670932292938,0.10688646137714386
143,0.07347176969051361,0.10685345530509949
144,0.07339443266391754,0.10680877417325974
145,0.07334638386964798,0.1068105474114418
146,0.07324486970901489,0.10677260905504227
147,0.07307291775941849,0.10668306797742844
148,0.0728733167052269,0.10670053958892822
149,0.07283051311969757,0.10665923357009888
150,0.07274167239665985,0.10666786134243011
151,0.0726851150393486,0.10662372410297394
152,0.07254911959171295,0.10657665133476257
153,0.07225155085325241,0.10653086751699448
154,0.07234350591897964,0.10659053921699524
155,0.07214924693107605,0.10646497458219528
156,0.07216820120811462,0.10644025355577469
157,0.072038933634758,0.10635990649461746
158,0.07192084938287735,0.10634811222553253
159,0.07173243165016174,0.1063079759478569
160,0.07167593389749527,0.10628640651702881
161,0.07133864611387253,0.10626492649316788
162,0.07168268412351608,0.10621670633554459
163,0.0715012326836586,0.106206014752388
164,0.07142286002635956,0.10615067183971405
165,0.0711795762181282,0.10612233728170395
166,0.07098840922117233,0.10608425736427307
167,0.07096672803163528,0.10609762370586395
168,0.07080058753490448,0.10602828860282898
169,0.0708589255809784,0.10602591931819916
170,0.0705779492855072,0.1060207411646843
171,0.07053333520889282,0.10598480701446533
172,0.07065187394618988,0.1059500128030777
173,0.07049573957920074,0.10589845478534698
174,0.0704100951552391,0.10584036260843277
175,0.0700896605849266,0.10586881637573242
176,0.07035934925079346,0.1058214083313942
177,0.07001018524169922,0.10577262938022614
178,0.07000987976789474,0.10573432594537735
179,0.06990557909011841,0.1056797131896019
180,0.06989838182926178,0.10564511269330978
181,0.06973002851009369,0.10565578937530518
182,0.0696927085518837,0.10560666769742966
183,0.06960556656122208,0.10561829060316086
184,0.06950066238641739,0.10558562725782394
185,0.06937384605407715,0.10557138174772263
186,0.06913750618696213,0.1055406853556633
187,0.06910455971956253,0.10553475469350815
188,0.06914765387773514,0.10546095669269562
189,0.06916813552379608,0.10546121746301651
190,0.06881213933229446,0.10539150983095169
191,0.06893264502286911,0.10538598150014877
192,0.06887179613113403,0.10537326335906982
193,0.06859938055276871,0.10537805408239365
194,0.06871313601732254,0.10534577816724777
195,0.06858935952186584,0.10535573959350586
196,0.06865081936120987,0.10535228997468948
197,0.06838840246200562,0.10526600480079651
198,0.06818851828575134,0.10528574138879776
199,0.06836773455142975,0.10521363466978073
200,0.06800678372383118,0.1052069440484047
201,0.06817758083343506,0.10514211654663086
202,0.06802382320165634,0.1051224023103714
203,0.06803865730762482,0.10509529709815979
204,0.06780382245779037,0.10508997738361359
205,0.06789202243089676,0.10506942868232727
206,0.0676407441496849,0.10503794252872467
207,0.06751719862222672,0.10501943528652191
208,0.06750280410051346,0.10502742230892181
209,0.06756184995174408,0.10498550534248352
210,0.06740960478782654,0.10495603829622269
211,0.0672312006354332,0.10494411736726761
212,0.0671735554933548,0.10492145270109177
213,0.06710866093635559,0.1048966571688652
214,0.0671563521027565,0.10486428439617157
215,0.06686828285455704,0.10484219342470169
216,0.06696527451276779,0.10480652004480362
217,0.06696703284978867,0.10479781031608582
218,0.06673099100589752,0.10479434579610825
219,0.06696341186761856,0.10479999333620071
220,0.06676075607538223,0.10477717965841293
221,0.06664609909057617,0.10476653277873993
222,0.06662994623184204,0.10472867637872696
223,0.06660202890634537,0.1046954095363617
224,0.06643928587436676,0.10469524562358856
225,0.06668420881032944,0.10464894771575928
226,0.06634878367185593,0.10466736555099487
227,0.06635632365942001,0.10462506860494614
228,0.06628567725419998,0.10458743572235107
229,0.0660405084490776,0.10457193106412888
230,0.06599798053503036,0.1045534759759903
231,0.06603378802537918,0.10453105717897415
232,0.06592344492673874,0.10449319332838058
233,0.06598974764347076,0.10446394234895706
234,0.06597740948200226,0.10447210818529129
235,0.06563349813222885,0.10443667322397232
236,0.06569463759660721,0.10445288568735123
237,0.06549427658319473,0.1044020727276802
238,0.06558259576559067,0.10437077283859253
239,0.06544677913188934,0.1043711006641388
240,0.0655098482966423,0.10435633361339569
241,0.06553228199481964,0.10432863980531693
242,0.06534731388092041,0.10433033108711243
243,0.06536494940519333,0.10428080707788467
244,0.06516854465007782,0.10427314043045044
245,0.0653458833694458,0.1042829304933548
246,0.06516477465629578,0.10428397357463837
247,0.06508670747280121,0.10424957424402237
248,0.06505252420902252,0.10423113405704498
249,0.06520102173089981,0.10417690873146057
250,0.06477318704128265,0.10416126996278763
